"eventname","userid","timecreated"
"\core\event\course_viewed","1002","1714485292"
"\core\event\course_viewed","1002","1714491220"
"\mod_workshop\event\course_module_viewed","1002","1714491227"
"\core\event\course_viewed","1002","1714491230"
"\gradereport_user\event\grade_report_viewed","1002","1714491234"
"\core\event\course_viewed","1002","1714491307"
"\core\event\course_viewed","1002","1714491318"
"\core\event\course_viewed","1002","1714491327"
"\core\event\course_viewed","1002","1714491857"
"\gradereport_user\event\grade_report_viewed","1002","1714491862"
"\core\event\course_viewed","1002","1714491866"
"\core\event\course_viewed","1002","1714491894"
"\core\event\course_viewed","1002","1714491896"
"\core\event\course_viewed","1002","1714491901"
"\core\event\course_viewed","1002","1714491906"
"\mod_resource\event\course_module_viewed","1002","1714491915"
"\mod_resource\event\course_module_viewed","1002","1714492036"
"\core\event\course_viewed","1002","1714504216"
"\mod_resource\event\course_module_viewed","1002","1714504233"
"\core\event\course_viewed","1002","1714686750"
"\core\event\course_viewed","1002","1714686785"
"\core\event\course_viewed","1002","1714686789"
"\core\event\course_viewed","1002","1714686792"
"\mod_resource\event\course_module_viewed","1002","1714686801"
"\mod_workshop\event\submission_created","1002","1714689086"
"\mod_workshop\event\assessable_uploaded","1002","1714689443"
"\core\event\course_viewed","1002","1714689448"
"\core\event\course_viewed","1002","1714793740"
"\mod_resource\event\course_module_viewed","1002","1714793756"
"\core\event\course_viewed","1002","1714793793"
"\mod_quiz\event\course_module_viewed","1002","1714793800"
"\core\event\course_viewed","1002","1714793805"
"\core\event\course_viewed","1002","1714793824"
"\mod_workshop\event\course_module_viewed","1002","1714793947"
"\core\event\course_viewed","1002","1714794491"
"\core\event\course_viewed","1002","1714794502"
"\mod_resource\event\course_module_viewed","1002","1714794509"
"\mod_resource\event\course_module_viewed","1002","1714797144"
"\core\event\course_viewed","1002","1714797172"
"\mod_workshop\event\course_module_viewed","1002","1714797177"
"\core\event\course_viewed","1002","1714797214"
"\core\event\course_viewed","1002","1714797219"
"\core\event\course_viewed","1002","1714797221"
"\core\event\course_viewed","1002","1714797231"
"\core\event\course_viewed","1002","1714797268"
"\gradereport_user\event\grade_report_viewed","1002","1714797301"
"\core\event\course_viewed","1002","1714797676"
"\core\event\course_viewed","1002","1714797678"
"\gradereport_user\event\grade_report_viewed","1002","1714797685"
"\gradereport_user\event\grade_report_viewed","1002","1714797688"
"\core\event\course_viewed","1002","1714797781"
"\mod_resource\event\course_module_viewed","1002","1714797814"
"\core\event\course_viewed","1002","1714798159"
"\core\event\course_viewed","1002","1714798161"
"\core\event\course_viewed","1002","1714798173"
"\core\event\course_viewed","1002","1714799402"
"\core\event\course_viewed","1002","1714799483"
"\core\event\course_viewed","1002","1714799504"
"\mod_scheduler\event\booking_form_viewed","1002","1714799507"
"\core\event\course_viewed","1002","1714799509"
"\mod_url\event\course_module_viewed","1002","1714799514"
"\core\event\course_viewed","1002","1714799721"
"\core\event\course_viewed","1002","1714799747"
"\mod_url\event\course_module_viewed","1002","1714799759"
"\mod_url\event\course_module_viewed","1002","1714799770"
"\core\event\course_viewed","1002","1714801599"
"\core\event\course_viewed","1002","1714801603"
"\mod_resource\event\course_module_viewed","1002","1714801617"
"\core\event\course_viewed","1002","1714801624"
"\core\event\course_viewed","1002","1714801664"
"\mod_workshop\event\course_module_viewed","1002","1714801671"
"\mod_workshop\event\submission_viewed","1002","1714801673"
"\mod_workshop\event\assessable_uploaded","1002","1714801676"
"\mod_workshop\event\submission_viewed","1002","1714801683"
"\core\event\course_viewed","1002","1714801909"
"\core\event\course_viewed","1002","1714801913"
"\gradereport_user\event\grade_report_viewed","1002","1714801918"
"\core\event\course_viewed","1002","1714801927"
"\core\event\course_viewed","1002","1714801937"
"\core\event\course_viewed","1002","1714801944"
"\mod_url\event\course_module_viewed","1002","1714801951"
"\mod_url\event\course_module_viewed","1002","1715693908"
"\mod_quiz\event\attempt_summary_viewed","1002","1715693943"
"\core\event\course_viewed","1002","1716431976"
"\core\event\course_viewed","1002","1716431986"
"\core\event\course_viewed","1002","1716431997"
"\core\event\course_viewed","1002","1716432002"
"\mod_url\event\course_module_viewed","1002","1716432018"
"\core\event\course_viewed","1002","1716432884"
"\mod_workshop\event\course_module_viewed","1002","1716432888"
"\mod_workshop\event\submission_viewed","1002","1716433161"
"\core\event\course_viewed","1002","1716433247"
"\core\event\course_viewed","1002","1716433254"
"\mod_quiz\event\course_module_viewed","1002","1716433261"
"\mod_quiz\event\attempt_viewed","1002","1716433271"
"\mod_quiz\event\attempt_updated","1002","1716433273"
"\mod_quiz\event\attempt_viewed","1002","1716433275"
"\mod_quiz\event\attempt_updated","1002","1716433287"
"\mod_quiz\event\attempt_updated","1002","1716433289"
"\mod_quiz\event\attempt_viewed","1002","1716433292"
"\mod_quiz\event\attempt_autosaved","1002","1716433294"
"\mod_quiz\event\attempt_updated","1002","1716433588"
"\mod_quiz\event\attempt_updated","1002","1716433707"
"\mod_quiz\event\attempt_updated","1002","1716433749"
"\mod_quiz\event\attempt_viewed","1002","1716434332"
"\mod_quiz\event\attempt_viewed","1002","1716434334"
"\mod_quiz\event\attempt_updated","1002","1716434343"
"\mod_quiz\event\attempt_viewed","1002","1716434346"
"\mod_quiz\event\attempt_viewed","1002","1716434353"
"\mod_quiz\event\attempt_updated","1002","1716434355"
"\mod_quiz\event\attempt_viewed","1002","1716434357"
"\mod_quiz\event\attempt_started","1002","1716434362"
"\mod_quiz\event\attempt_viewed","1002","1716434364"
"\mod_quiz\event\attempt_updated","1002","1716434367"
"\core\event\course_viewed","1002","1716549796"
"\mod_workshop\event\course_module_viewed","1002","1716549808"
"\core\event\course_viewed","1002","1716554325"
"\core\event\course_viewed","1002","1716554330"
"\mod_workshop\event\course_module_viewed","1002","1716554344"
"\core\event\course_viewed","1002","1716554348"
"\core\event\course_viewed","1002","1716554353"
"\mod_resource\event\course_module_viewed","1002","1716554470"
"\mod_resource\event\course_module_viewed","1002","1716554519"
"\mod_resource\event\course_module_viewed","1002","1716554523"
"\mod_url\event\course_module_viewed","1002","1716554526"
"\mod_url\event\course_module_viewed","1002","1716554812"
"\core\event\course_viewed","1002","1716564770"
"\core\event\course_viewed","1002","1716564775"
"\mod_workshop\event\course_module_viewed","1002","1716564817"
"\core\event\course_viewed","1002","1716565141"
"\core\event\course_viewed","1002","1716565146"
"\core\event\course_viewed","1002","1716565430"
"\core\event\course_viewed","1002","1716565432"
"\core\event\course_viewed","1002","1716565442"
"\gradereport_user\event\grade_report_viewed","1002","1716565446"
"\gradereport_user\event\grade_report_viewed","1002","1716565558"
"\core\event\course_viewed","1002","1716565586"
"\mod_workshop\event\course_module_viewed","1002","1716565589"
"\core\event\course_viewed","1002","1716565624"
"\core\event\course_viewed","1002","1716565645"
"\core\event\course_viewed","1002","1716565652"
"\core\event\course_viewed","1002","1716565750"
"\core\event\course_viewed","1002","1716570675"
"\core\event\course_viewed","1002","1716570686"
"\core\event\course_viewed","1002","1716779795"
"\mod_workshop\event\course_module_viewed","1002","1716779800"
"\core\event\course_viewed","1002","1716779828"
"\core\event\course_viewed","1002","1716916003"
"\mod_workshop\event\course_module_viewed","1002","1716916094"
"\core\event\course_viewed","1002","1716916196"
"\core\event\course_viewed","1002","1716916229"
"\core\event\course_viewed","1002","1716916234"
"\mod_workshop\event\course_module_viewed","1002","1716916236"
"\core\event\course_viewed","1002","1717152478"
"\core\event\course_viewed","1002","1717152482"
"\core\event\course_viewed","1002","1717152515"
"\core\event\course_viewed","1002","1717152520"
"\mod_resource\event\course_module_viewed","1002","1717152550"
"\mod_resource\event\course_module_viewed","1002","1717152557"
"\core\event\course_viewed","1002","1717153182"
"\core\event\course_viewed","1002","1717153184"
"\core\event\course_viewed","1002","1717157564"
"\core\event\course_viewed","1002","1717157568"
"\core\event\user_list_viewed","1002","1717157956"
"\core\event\course_viewed","1002","1717158513"
"\core\event\course_viewed","1002","1717158532"
"\core\event\course_viewed","1002","1717265827"
"\mod_quiz\event\attempt_viewed","1002","1717265836"
"\mod_quiz\event\attempt_updated","1002","1717265839"
"\mod_quiz\event\attempt_updated","1002","1717265855"
"\mod_quiz\event\attempt_viewed","1002","1717265857"
"\mod_quiz\event\attempt_viewed","1002","1717265874"
"\mod_quiz\event\attempt_viewed","1002","1717265883"
"\mod_quiz\event\attempt_updated","1002","1717265923"
"\mod_quiz\event\attempt_viewed","1002","1717266405"
"\mod_quiz\event\attempt_viewed","1002","1717266555"
"\mod_quiz\event\attempt_updated","1002","1717266562"
"\core\event\course_viewed","1002","1717266790"
"\core\event\course_viewed","1002","1717266800"
"\core\event\course_viewed","1002","1717474985"
"\core\event\course_viewed","1002","1717474994"
"\core\event\course_viewed","1002","1717474996"
"\core\event\course_viewed","1002","1717475001"
"\core\event\course_viewed","1002","1717475003"
"\core\event\course_viewed","1002","1717475020"
"\mod_resource\event\course_module_viewed","1002","1717475027"
"\core\event\course_viewed","1002","1717475050"
"\core\event\course_viewed","1002","1718457797"
"\mod_workshop\event\course_module_viewed","1002","1718457802"
"\mod_workshop\event\assessable_uploaded","1002","1718459014"
"\mod_workshop\event\submission_viewed","1002","1718459017"
"\mod_workshop\event\assessable_uploaded","1002","1718459019"
"\mod_workshop\event\submission_created","1002","1718459063"
"\mod_workshop\event\submission_updated","1002","1718459066"
"\mod_workshop\event\submission_created","1002","1718459068"
"\mod_workshop\event\submission_updated","1002","1718459070"
"\mod_workshop\event\submission_created","1002","1718459133"
"\core\event\course_viewed","1002","1718459166"
"\core\event\course_viewed","1002","1718459171"
"\mod_quiz\event\course_module_viewed","1002","1718459220"
"\core\event\course_viewed","1002","1718459227"
"\mod_resource\event\course_module_viewed","1002","1718459429"
"\core\event\course_viewed","1002","1718459443"
"\core\event\course_viewed","1002","1718459446"
"\core\event\course_viewed","1002","1718459457"
"\mod_resource\event\course_module_viewed","1002","1718459474"
"\core\event\course_viewed","1002","1718459476"
"\core\event\course_viewed","1002","1718459478"
"\core\event\course_viewed","1002","1718459504"
"\mod_workshop\event\course_module_viewed","1002","1718459513"
"\core\event\user_profile_viewed","1002","1718459530"
"\core\event\user_profile_viewed","1002","1718459539"
"\mod_workshop\event\submission_viewed","1002","1718459567"
"\core\event\course_viewed","1002","1718459614"
"\core\event\course_viewed","1002","1718459623"
"\core\event\course_viewed","1002","1718459635"
"\core\event\course_viewed","1002","1718459639"
"\core\event\course_viewed","1002","1718459653"
"\core\event\course_viewed","1002","1718459658"
"\core\event\course_viewed","1002","1718459670"
"\mod_resource\event\course_module_viewed","1002","1718459686"
"\mod_resource\event\course_module_viewed","1002","1718459973"
"\mod_resource\event\course_module_viewed","1002","1718574188"
"\core\event\course_viewed","1002","1718588662"
"\core\event\course_viewed","1002","1718588669"
"\core\event\course_viewed","1002","1718588674"
"\core\event\course_viewed","1002","1718588676"
"\mod_resource\event\course_module_viewed","1002","1718588681"
"\core\event\course_viewed","1002","1718589511"
"\core\event\course_viewed","1002","1718589516"
"\mod_resource\event\course_module_viewed","1002","1718589518"
"\core\event\course_viewed","1002","1718596458"
"\core\event\course_viewed","1002","1718596463"
"\core\event\course_viewed","1002","1718596472"
"\core\event\course_viewed","1002","1718596698"
